0.0298022	3.37606	-0.266297	0.732411	0.0467445	3.13775	0.0423	3.3476	0.1565	0.9877
-0.117724	3.86069	-0.383297	1.27563	-0.1208	3.8964	0.1326	3.737	0.279	0.9603
0.45209	4.0621	1.53475	0.532127	0.427255	3.81958	0.2709	4.1121	0.3972	0.9177
0.593294	4.37718	0.206625	0.827921	0.5399	4.3995	0.4552	4.4668	0.5091	0.8607
0.65594	4.69277	0.0997896	0.425046	0.679506	4.87134	0.6825	4.7956	0.6129	0.7901
1.04689	5.05908	1.0613	0.989105	1.0869	5.1004	0.9492	5.0934	0.7071	0.7071
1.52305	5.12212	1.31267	0.514938	1.43074	4.79281	1.2511	5.3554	0.7902	0.6129
1.78953	5.60093	0.673423	1.25732	1.7709	5.6435	1.5835	5.5775	0.8608	0.509
1.84915	5.75351	0.253932	0.738448	1.72374	5.39239	1.9411	5.7562	0.9178	0.3971
2.48744	5.92175	1.56121	0.453951	2.5338	5.9169	2.3182	5.8886	0.9603	0.279
2.85091	6.06193	0.842908	0.308198	2.80226	6.03681	2.709	5.9727	0.9877	0.1564
2.97246	5.91739	0.24156	-0.459425	2.937	5.8634	3.1073	6.0072	0.9995	0.0314
3.47721	5.80748	1.31833	-0.297356	3.5951	5.86644	3.5067	5.9915	0.9956	-0.0941
3.94879	5.78199	1.1961	-0.0523992	3.9471	5.7948	3.901	5.9259	0.9759	-0.2182
4.11435	5.86329	0.119655	-0.0833069	4.1545	6.01698	4.284	5.8114	0.9409	-0.3388
4.62888	5.59519	1.23833	-0.576238	4.6719	5.5881	4.6496	5.6497	0.891	-0.454
5.19971	5.10353	1.48754	-1.23028	5.16587	5.00918	4.9921	5.4436	0.8271	-0.5621
5.42271	5.1038	0.667675	-0.0830574	5.402	5.1455	5.306	5.1961	0.7501	-0.6613
5.38737	5.00107	0.201858	0.0388677	5.11561	4.78867	5.5864	4.9112	0.6613	-0.7501
5.92655	4.4544	1.22894	-1.23686	5.9571	4.4131	5.8289	4.5934	0.5621	-0.8271
6.09806	4.23979	0.384651	-0.472646	5.99383	4.26729	6.0297	4.2478	0.454	-0.891
6.06716	4.11936	-0.10391	-0.347115	6.0405	4.1169	6.1856	3.8797	0.3387	-0.9409
6.45732	3.50673	1.15999	-1.55336	6.47528	3.35712	6.2941	3.4949	0.2181	-0.9759
6.39054	3.11909	-0.207765	-1.10433	6.3203	3.1164	6.3535	3.0996	0.0941	-0.9956
6.43861	2.69	-0.0973112	-1.17196	6.61169	2.74951	6.3629	2.7	-0.0314	-0.9995
6.2684	2.2725	-0.455462	-1.06625	6.2473	2.2723	6.3222	2.3024	-0.1564	-0.9877
6.10015	1.80854	-0.199612	-1.10117	5.98975	1.77177	6.2319	1.9129	-0.279	-0.9603
5.91861	1.56637	-0.467339	-0.623327	5.9053	1.5816	6.0936	1.5379	-0.3972	-0.9177
5.53506	0.965301	-1.01312	-1.57143	5.43874	0.922962	5.9093	1.1832	-0.5091	-0.8607
5.45582	0.870756	-0.0572073	-0.211993	5.5272	0.9272	5.682	0.8543	-0.6129	-0.7901
5.46235	0.573046	-0.807004	-0.901015	5.88823	0.58782	5.4153	0.5566	-0.7071	-0.7071
5.37501	0.278839	-0.137109	-0.723942	5.4202	0.2882	5.1134	0.2946	-0.7902	-0.6129
5.12199	0.122566	-0.908895	-0.366023	5.16682	0.131782	4.781	0.0725	-0.8607	-0.509
4.54817	0.0516389	-1.50714	-0.160662	4.508	0.0596	4.4234	-0.1062	-0.9178	-0.3971
3.98168	-0.193903	-1.08337	-0.646526	3.82364	-0.198626	4.0463	-0.2386	-0.9603	-0.279
3.36766	-0.430806	-1.59641	-0.582198	3.3333	-0.4281	3.6555	-0.3228	-0.9877	-0.1564
3.18427	-0.419249	-0.716578	0.153434	3.49719	-0.394748	3.2572	-0.3573	-0.9995	-0.0314
3.01405	-0.396577	-0.388054	0.0353832	3.0362	-0.4038	2.8578	-0.3416	-0.9956	0.0941
2.79608	-0.318916	-1.05425	0.269598	3.02485	-0.344496	2.4635	-0.2759	-0.9759	0.2181
2.16873	-0.192219	-1.6385	0.320466	2.1297	-0.1882	2.0805	-0.1614	-0.9409	0.3387
1.87273	0.00159755	-0.734004	0.49539	2.03846	0.0236472	1.7149	0.0002	-0.891	0.454
1.46543	0.228576	-1.05612	0.590604	1.4438	0.2332	1.3724	0.2064	-0.8271	0.5621
0.92842	0.441909	-1.18504	0.611219	0.798873	0.377559	1.0585	0.4539	-0.7501	0.6613
0.722034	0.576651	-0.375068	0.177106	0.7699	0.5613	0.7781	0.7388	-0.6613	0.7501
0.480886	0.931206	-0.390356	1.18144	0.375418	0.826426	0.5356	1.0565	-0.5621	0.8271
0.187234	1.10653	-0.730672	0.291613	0.1595	1.0513	0.3348	1.4022	-0.454	0.891
0.0993782	1.6009	-0.176601	1.28227	0.186642	1.72795	0.1789	1.7703	-0.3387	0.9409
0.188475	2.27335	0.385372	1.74143	0.2137	2.3029	0.0704	2.155	-0.2181	0.9759
-0.000580568	2.67873	-0.448549	1.55167	0.0171334	2.22613	0.011	2.5503	-0.0941	0.9956
